tweet	sentiment
      Good movement inward Lagos from Kara to Berger Oke, slight delay approaching the old BRT park due to bus stop activities. Better movement inward Otedola. Otedola back to Kara is good.	Positive
    Good movement from Toyota down to Charity. Movement from Charity inwards BOC Gas's enroute Oshodi Oke bridge is good for now. Oshodi inwards Anthony Oke down to Charley Boy is good. Descending Anthony Oke Bridge inw Bertola 	Positive
    Movement from Ajah is busy with backlog down to Doren due to the queue at Northwest Petrol Station. Busy from Ikota First Gate inw Landmark turning due to delay at the U/turn. 	Positive
     Good movement from NITEL inward Total for now, return journey from Total to Abattoir is good. Total inward Isokoko connecting National Mangoro is good so also is the return journey.      	Positive
Connecting Airport Road and Osolo Way is still good.  No impediment sighted for now.         	Positive
      Airport road inward and outward is very free, Aiye enroute Osolo way down to 7 and 8 junction to link Airport road to navigate Oshodi and Apapa/Oshodi expressway is traffic scanty, vehicular movement from Ajao gate to navigate Canoe is 	Positive
Better movement inward River valley and Isheri olowora.     	Positive
       Traffic is gd from Ajuwon Rd thru Elliot, inw Ishaga R/Abt.  Toyin inw Ishaga R/Abt is gd as well.  Moving thru Balogun, Gudugba, Lonlo, St. Kizito approaching Fagba jnctn is gd.        	Neutral
     Generally, This location is looking calm at the moment. The stretch of Ajegunle-Abule Egba corridor both inward and outward is appreciable with some impediments along that location which we has been updated earlier.	Positive
      Presently its a good movement without any infractions coming in from Ajah Jubilee bridge and under the bridge towards Ilaje, landmark and VGC. VGC inward  Ikota, Conservation Toll plaza to Chevron, Igbo efon and Jakande all still fine.	Positive
   Tell us which is your traffic mood for now.  Share your thoughts in the comment section.         	Neutral
Traffic from Ileile, Ikosi junction is very much okay for now while from Ikosi junction to fruit market, ojota lnterchange proper is appreciable.  No record of impediment at the moment.           	Positive
Traffic is slow from county thru Omole jnctn, Grammar School, VIS, Ojodu and Berger, as a result of the construction activities at Otedola on the express.       	Negative
However,  the impediment that was reported  yesterday ascending Marine bridge inward Ijora is still on ground not really affecting traffic at the moment but personnel have been deployed to monitor the situation along that corridor.         	Negative
OGBA bus stop and Caterpillar towards Odo eran is fair. Inward and outward of Wemco rd is also fair but it’s slow approaching Lascofis to connect Agidingbi.  Odo eran to link Oba Ogunji rd is free up to the tip of the Jubillee bridge, then slow towards the U/bridge.	Positive
Return journey from Moshalashi to Church, Adaba, Ponle, Banire, Mokola, Egbeda intersection, Okunola, Orelope, Abule odu, Carwash to isheri roundabout is good  The stretch of  Moshalashi, Water, Pako is gtg  Akinogun, Federal, Estate roundabout, Gate, Abule egun to Opeki is good	Positive
wharf gate.  Warehouse road enroute commercial road  through Etisalat is still looking good.  	Positive
       Traffic is gd from Ajuwon Rd inw Elliot, Rogo Jnctn approaching Ishaga R/Abt.  Traffic is gd from Toyin inw Ishaga Market where it gets slow inw Ishaga.       	Negative
Adeniji to connect Adekunle on third mainland bridge is good.  Osborne  road inward Emergency point is slow and steady.  No record of impediment for now.           	Positive
Return journey from Wharf Gate inw Eleganza down to AreaB is good, while from AreaB to connect Leventis inw Ijora Bridge is good.    	Positive
      Better movement from Sabo roundabout inward Itamaga while return trip is equally okay. Traffic from Itamaga down to Maya, Adamo, Isiwu to connect Imota and Agbowa both inward and outward are encouraging.	Positive
      Vehicular movement from Iyana Ipaja, Adealu, Goye intersection, Pako, Dopemu underneath the bridge, enroute Cement is still encouraging, Goye intersection inward Alaguntan Alimosho road to connect Moshalasi inward and outward are in good shape,	Positive
     Traffic from Marine bridge inward Area B enroute Point Road down to Eleganza r'abt is good.  Eleganza moving towards Mr Biggs down to Wharf gate proper is equally good.       	Positive
Other locations inward Ajah is fine except for slight slow down from Mega chicken to  VGC. The return trip is fine.   On standby for more updates as more influx is still being expected from Lekki end.         	Positive
        Traffic is gd from Maryland Mall inw Maryland Traffic light.   Traffic is then slow inw Mobolaji Bank Anthony Way all the way from Maryland thru Barracks, Leventis, NITEL to Total.       	Positive
     Busy movement from Marwa towards Ikate, Chisco, while its slightly busy towards Jakande. Jakande is good towards Igboefon, Chevron and Ikota. Slow approaching Ikota First Gate towards VGC.	Positive
Moving towards palm avenue is good down to  Daleko inward laspotech is still okay for	Positive
Movement from Eleganzer down to Ajibade Babatola enroute Canoe to connect NNPC road by Mubostic is slow. Inward Alhaji Lookman Atobajehun and Swimming pool is good. Movement from Hollandia way enroute Eleganzer to Jesus house is slow.    	Negative
      Movement from Otedola inw Oando filling station is a slow due to the queue on the road. Better movement to Kara, the return journey from Kara to Berger is steady. Better movement to Otedola.  Steady movement 	Positive
Odunlami and Igbosere still good up to Cow Lane, slow movement after Cow Lane to High Court, this is due to high influx connecting third mainland bridge through Simpson street.      	Positive
The traffic signal lights are functioning at their various positioned within the areas of coverage; Allen Intersection, Adebola House, Salvation Junction, Welfare Junction, Ikosi Junction and Clay Junction specifically.      	Neutral
      Unilag Water Front inward Iyana-oworo is quite busy hence slow the slow movement  Steady towards Gbagada Express  Gbagada Express inward Car Wash is Slow  Iyana-oworo inward Adekunle inter-change is good to go	Positive
, good movement continue to Omole gate.  Grammar school inw VIS, Kosoko, River valley, Isheri Olowora are all looking good. Officers on ground doing the needful.    	Positive
      Traffic is gd from Ojo inw Boundary where it is a bit slow, then to Mobil Rd inw Arrakan barracks is slow due to fuel queue at  Mobil. Marine Beach jnctn is gd      	Negative
...Junction to Canoe area .  Jakande Estate Gate Junction is good but slow towards Oke Afa area. The return journey is looking good.    	Positive
Apapa from Point road through the Marine bridge to connect both Ijora and Iganmu is good  We have high influx of Tankers from Ijora Oloopa through the High bridge inward Total  Up.	Positive
     Good movement from Marwa towards Ikate.  Connecting Chisco and Jakande is busy but moving due to influx into Okunnu Road.       	Positive
      Fallen 40ft containerized truck at Agboju inward Alakija. It has blocked the entire road, motorists are been advised to make use of First gate to connect Alakija.   Men of LRU has been contacted for its evacuation. 	Positive
Charity and it's adjoining route is on a steady movement as well connecting justrite and mobil due to the dispensing of fuel coupled with alternation but moving steadily.  U-turn, Hammadiya, ijaye is okay while the earlier reported impediment at salolo is being taken care of.	Positive
approaching ijora olopa water cooperation enroute journey Lagos Island.   However, our men are fully on ground strategically positioned to ensure adequate traffic monitoring.            	Positive
      Traffic from NNPC inward Canoe is a busy movement occasioned by influx with alternation by Canoe roundabout towards Chivita connecting Lukmon atobajeun is slow occasioned by bad road approaching Swimming pool junction.	Negative
Total inward Okekoto is good to go for now, the return journey from Oke koto inward total is good to go.   Oke koto inward shofunde is good likewise the return journey from shofunde inward oke koto is in good shape.  Okekoto inward and outward Oniwaya is good to go.	Positive
Iganmu bridge inward Ijora Sifax , Ijora bridge, Ijora 7up r'abt , Badia, Gaskiya Road is moving steadily.                                	Positive
    Good movement in&amp;out of Oba Akran, just a slight delay at Asbestos intersection due to traffic light delays. Ascending Ikeja bridge enroute Kodesho towards General Hospital underneath the bridge is steady in&amp;out, but just slight 	Positive
    Yes you are right, fuel queue is the main cause of traffic along that axis. We are on top of it to make sure there is free movement.	Positive
Gerrard, Alexander road is okay but slow approaching Alexander roundabout due influx moving inward Ikoyi Lekki link bridge.   Onikan roundabout is busy but better connecting Awolowo road  Movement from Okotie Eboh inward Falomo roundabout is busy due to early morning rush.	Positive
Our men are on ground to monitor traffic flow within the location and it will be removed soon as promised by the driver.      	Neutral
